"year","zone","school","ratio"
"2008-2009","S01001830","Primary","97.23"
"2009-2010","S01001830","Primary","97.39"
"2003-2004","S01001830","Primary","97.52"
"2004-2005","S01001830","Primary","97.25"
"2005-2006","S01001830","Primary","97.25"
"2006-2007","S01001830","Primary","98.2"
"2007-2008","S01001830","Primary","97.16"
"2009-2010","S01001831","Secondary","94.3"
"2004-2005","S01001831","Secondary","89.73"
"2005-2006","S01001831","Secondary","89.73"
"2008-2009","S01001831","Secondary",95
"2006-2007","S01001831","Secondary","92.06"
"2010-2011","S01001831","Secondary","95.29"
"2007-2008","S01001831","Secondary","89.83"
"2003-2004","S01001831","Secondary","93.87"
"2010-2011","S01001831","Primary","96.81"
"2008-2009","S01001831","Primary","97.05"
"2009-2010","S01001831","Primary","96.61"
"2003-2004","S01001831","Primary","96.39"
"2004-2005","S01001831","Primary","96.06"
"2005-2006","S01001831","Primary","96.06"
"2006-2007","S01001831","Primary","97.02"
"2007-2008","S01001831","Primary","96.61"
"2009-2010","S01001832","Secondary","87.27"
"2004-2005","S01001832","Secondary","85.27"
"2005-2006","S01001832","Secondary","85.27"
"2008-2009","S01001832","Secondary","88.88"
"2006-2007","S01001832","Secondary","88.36"
"2010-2011","S01001832","Secondary","87.31"
"2007-2008","S01001832","Secondary","88.88"
"2003-2004","S01001832","Secondary","90.84"
"2010-2011","S01001832","Primary","91.6"
"2008-2009","S01001832","Primary","93.29"
"2009-2010","S01001832","Primary","89.57"
"2003-2004","S01001832","Primary","93.38"
"2004-2005","S01001832","Primary","92.35"
"2005-2006","S01001832","Primary","92.35"
"2006-2007","S01001832","Primary","93.53"
"2007-2008","S01001832","Primary","93.9"
"2009-2010","S01001833","Secondary","95.27"
"2004-2005","S01001833","Secondary","93.25"
"2005-2006","S01001833","Secondary","93.25"
"2008-2009","S01001833","Secondary",94
"2006-2007","S01001833","Secondary","95.27"
"2010-2011","S01001833","Secondary","95.4"
"2007-2008","S01001833","Secondary","95.68"
"2003-2004","S01001833","Secondary","95.55"
"2010-2011","S01001833","Primary","97.58"
"2008-2009","S01001833","Primary","97.56"
"2009-2010","S01001833","Primary","97.89"
"2003-2004","S01001833","Primary","97.96"
"2004-2005","S01001833","Primary","97.55"
"2005-2006","S01001833","Primary","97.55"
"2006-2007","S01001833","Primary","96.69"
"2007-2008","S01001833","Primary","97.6"
"2009-2010","S01001834","Secondary","87.97"
"2004-2005","S01001834","Secondary","87.73"
"2005-2006","S01001834","Secondary","87.73"
"2008-2009","S01001834","Secondary","88.67"
"2006-2007","S01001834","Secondary","93.65"
"2010-2011","S01001834","Secondary","89.21"
"2007-2008","S01001834","Secondary","90.23"
"2003-2004","S01001834","Secondary","81.83"
"2010-2011","S01001834","Primary","93.14"
"2008-2009","S01001834","Primary","95.01"
"2009-2010","S01001834","Primary","93.95"
"2003-2004","S01001834","Primary","93.97"
"2004-2005","S01001834","Primary","94.41"
"2005-2006","S01001834","Primary","94.41"
"2006-2007","S01001834","Primary","93.17"
"2007-2008","S01001834","Primary","92.86"
"2009-2010","S01001835","Secondary","94.68"
"2004-2005","S01001835","Secondary","95.33"
"2005-2006","S01001835","Secondary","95.33"
"2008-2009","S01001835","Secondary","96.01"
"2006-2007","S01001835","Secondary","95.78"
"2010-2011","S01001835","Secondary","95.63"
"2007-2008","S01001835","Secondary","95.03"
"2003-2004","S01001835","Secondary","97.47"
"2010-2011","S01001835","Primary","96.3"
"2008-2009","S01001835","Primary","97.74"
"2009-2010","S01001835","Primary","96.61"
"2003-2004","S01001835","Primary","97.1"
"2004-2005","S01001835","Primary","97.95"
"2005-2006","S01001835","Primary","97.95"
"2006-2007","S01001835","Primary","98.12"
"2007-2008","S01001835","Primary","95.85"
"2009-2010","S01001836","Secondary","96.84"
"2004-2005","S01001836","Secondary","92.17"
"2005-2006","S01001836","Secondary","92.17"
"2008-2009","S01001836","Secondary","96.4"
"2006-2007","S01001836","Secondary","94.71"
"2010-2011","S01001836","Secondary","94.28"
"2007-2008","S01001836","Secondary","95.78"
"2003-2004","S01001836","Secondary","93.82"
"2010-2011","S01001836","Primary",97
"2008-2009","S01001836","Primary","96.49"
"2009-2010","S01001836","Primary","97.04"
"2003-2004","S01001836","Primary","97.54"
"2004-2005","S01001836","Primary","96.63"
"2005-2006","S01001836","Primary","96.63"
"2006-2007","S01001836","Primary","96.17"
"2007-2008","S01001836","Primary","97.14"
"2009-2010","S01001837","Secondary","94.73"
"2004-2005","S01001837","Secondary","94.69"
"2005-2006","S01001837","Secondary","94.69"
"2008-2009","S01001837","Secondary","94.8"
"2006-2007","S01001837","Secondary","94.44"
"2010-2011","S01001837","Secondary","92.97"
"2007-2008","S01001837","Secondary","94.42"
"2003-2004","S01001837","Secondary","96.07"
"2010-2011","S01001837","Primary","96.87"
"2008-2009","S01001837","Primary","96.49"
"2009-2010","S01001837","Primary","97.19"
"2003-2004","S01001837","Primary","97.02"
"2004-2005","S01001837","Primary","96.61"
"2005-2006","S01001837","Primary","96.61"
"2006-2007","S01001837","Primary","97.23"
"2007-2008","S01001837","Primary","96.76"
"2009-2010","S01001838","Secondary","87.16"
"2004-2005","S01001838","Secondary","87.58"
"2005-2006","S01001838","Secondary","87.58"
"2008-2009","S01001838","Secondary","85.87"
"2006-2007","S01001838","Secondary","90.57"
"2010-2011","S01001838","Secondary","87.42"
"2007-2008","S01001838","Secondary","89.1"
"2003-2004","S01001838","Secondary","88.54"
"2010-2011","S01001838","Primary","92.09"
"2008-2009","S01001838","Primary","92.79"
"2009-2010","S01001838","Primary","92.31"
"2003-2004","S01001838","Primary","94.84"
"2004-2005","S01001838","Primary","94.89"
"2005-2006","S01001838","Primary","94.89"
"2006-2007","S01001838","Primary","93.9"
"2007-2008","S01001838","Primary","93.23"
"2009-2010","S01001839","Secondary","88.18"
"2004-2005","S01001839","Secondary","87.37"
"2005-2006","S01001839","Secondary","87.37"
"2008-2009","S01001839","Secondary","88.7"
"2006-2007","S01001839","Secondary","90.15"
"2010-2011","S01001839","Secondary","89.54"
"2007-2008","S01001839","Secondary","88.86"
"2003-2004","S01001839","Secondary","85.35"
"2010-2011","S01001839","Primary","91.55"
"2008-2009","S01001839","Primary","92.07"
"2009-2010","S01001839","Primary","93.25"
"2003-2004","S01001839","Primary","94.88"
"2004-2005","S01001839","Primary","93.35"
"2005-2006","S01001839","Primary","93.35"
"2006-2007","S01001839","Primary","94.15"
"2007-2008","S01001839","Primary","91.66"
"2009-2010","S01001840","Secondary","96.62"
"2004-2005","S01001840","Secondary","96.16"
"2005-2006","S01001840","Secondary","96.16"
"2008-2009","S01001840","Secondary","96.66"
"2006-2007","S01001840","Secondary","96.91"
"2010-2011","S01001840","Secondary","95.25"
"2007-2008","S01001840","Secondary","96.85"
"2003-2004","S01001840","Secondary","93.59"
"2010-2011","S01001840","Primary","96.96"
"2008-2009","S01001840","Primary","97.39"
"2009-2010","S01001840","Primary","97.75"
"2003-2004","S01001840","Primary","97.62"
"2004-2005","S01001840","Primary","97.84"
"2005-2006","S01001840","Primary","97.84"
"2006-2007","S01001840","Primary","97.43"
"2007-2008","S01001840","Primary","97.22"
"2009-2010","S01001841","Secondary","92.14"
"2004-2005","S01001841","Secondary","91.51"
"2005-2006","S01001841","Secondary","91.51"
"2008-2009","S01001841","Secondary","93.14"
"2006-2007","S01001841","Secondary","91.39"
"2010-2011","S01001841","Secondary","93.12"
"2007-2008","S01001841","Secondary","91.44"
"2003-2004","S01001841","Secondary","94.05"
"2010-2011","S01001841","Primary","94.55"
"2008-2009","S01001841","Primary","95.8"
"2009-2010","S01001841","Primary","95.3"
"2003-2004","S01001841","Primary","95.36"
"2004-2005","S01001841","Primary","94.21"
"2005-2006","S01001841","Primary","94.21"
"2006-2007","S01001841","Primary","96.34"
"2007-2008","S01001841","Primary","95.61"
"2009-2010","S01001842","Secondary","93.61"
"2004-2005","S01001842","Secondary","92.02"
"2005-2006","S01001842","Secondary","92.02"
"2008-2009","S01001842","Secondary","94.66"
"2006-2007","S01001842","Secondary","94.45"
"2010-2011","S01001842","Secondary","93.94"
"2007-2008","S01001842","Secondary","95.8"
"2003-2004","S01001842","Secondary","92.73"
"2010-2011","S01001842","Primary","93.05"
"2008-2009","S01001842","Primary","96.22"
"2009-2010","S01001842","Primary","93.82"
"2003-2004","S01001842","Primary","96.4"
"2004-2005","S01001842","Primary","94.29"
"2005-2006","S01001842","Primary","94.29"
"2006-2007","S01001842","Primary","96.92"
"2007-2008","S01001842","Primary","96.67"
"2009-2010","S01001843","Secondary","86.47"
"2004-2005","S01001843","Secondary","81.36"
"2005-2006","S01001843","Secondary","81.36"
"2008-2009","S01001843","Secondary","85.49"
"2006-2007","S01001843","Secondary","84.22"
"2010-2011","S01001843","Secondary","89.59"
"2007-2008","S01001843","Secondary","83.46"
"2003-2004","S01001843","Secondary","85.7"
"2010-2011","S01001843","Primary","93.07"
"2008-2009","S01001843","Primary","95.62"
"2009-2010","S01001843","Primary","94.28"
"2003-2004","S01001843","Primary","90.35"
"2004-2005","S01001843","Primary","91.58"
"2005-2006","S01001843","Primary","91.58"
"2006-2007","S01001843","Primary","94.38"
"2007-2008","S01001843","Primary","94.23"
"2009-2010","S01001844","Secondary","94.75"
"2004-2005","S01001844","Secondary","95.15"
"2005-2006","S01001844","Secondary","95.15"
"2008-2009","S01001844","Secondary","94.1"
"2006-2007","S01001844","Secondary","94.68"
"2010-2011","S01001844","Secondary","94.13"
"2007-2008","S01001844","Secondary","94.74"
"2003-2004","S01001844","Secondary","94.15"
"2010-2011","S01001844","Primary","97.08"
"2008-2009","S01001844","Primary","97.4"
"2009-2010","S01001844","Primary","96.81"
"2003-2004","S01001844","Primary","97.34"
"2004-2005","S01001844","Primary","96.65"
"2005-2006","S01001844","Primary","96.65"
"2006-2007","S01001844","Primary","97.07"
"2007-2008","S01001844","Primary","96.74"
"2009-2010","S01001845","Secondary","96.29"
"2004-2005","S01001845","Secondary","95.45"
"2005-2006","S01001845","Secondary","95.45"
"2008-2009","S01001845","Secondary","95.4"
"2006-2007","S01001845","Secondary","94.58"
"2010-2011","S01001845","Secondary","96.19"
"2007-2008","S01001845","Secondary","94.11"
"2003-2004","S01001845","Secondary","94.79"
"2010-2011","S01001845","Primary","97.3"
"2008-2009","S01001845","Primary","97.26"
"2009-2010","S01001845","Primary","97.13"
"2003-2004","S01001845","Primary","97.74"
"2004-2005","S01001845","Primary","97.9"
"2005-2006","S01001845","Primary","97.9"
"2006-2007","S01001845","Primary","97.56"
"2007-2008","S01001845","Primary","97.36"
"2009-2010","S01001846","Secondary","93.06"
"2004-2005","S01001846","Secondary","94.08"
"2005-2006","S01001846","Secondary","94.08"
"2008-2009","S01001846","Secondary","94.38"
"2006-2007","S01001846","Secondary","94.77"
"2010-2011","S01001846","Secondary","94.93"
"2007-2008","S01001846","Secondary","94.51"
"2003-2004","S01001846","Secondary","94.78"
"2010-2011","S01001846","Primary","96.66"
"2008-2009","S01001846","Primary","97.38"
"2009-2010","S01001846","Primary","96.44"
"2003-2004","S01001846","Primary","97.69"
"2004-2005","S01001846","Primary","97.08"
"2005-2006","S01001846","Primary","97.08"
"2006-2007","S01001846","Primary","97.08"
"2007-2008","S01001846","Primary","97.4"
"2009-2010","S01001847","Secondary","85.61"
"2004-2005","S01001847","Secondary","87.45"
"2005-2006","S01001847","Secondary","87.45"
"2008-2009","S01001847","Secondary","88.35"
"2006-2007","S01001847","Secondary","83.67"
"2010-2011","S01001847","Secondary",88
"2007-2008","S01001847","Secondary","87.36"
"2003-2004","S01001847","Secondary","84.07"
"2010-2011","S01001847","Primary","92.41"
"2008-2009","S01001847","Primary","92.81"
"2009-2010","S01001847","Primary","92.71"
"2003-2004","S01001847","Primary",93
"2004-2005","S01001847","Primary","91.82"
"2005-2006","S01001847","Primary","91.82"
"2006-2007","S01001847","Primary","93.23"
"2007-2008","S01001847","Primary","92.14"
"2009-2010","S01001848","Secondary","90.55"
"2004-2005","S01001848","Secondary","88.12"
"2005-2006","S01001848","Secondary","88.12"
"2008-2009","S01001848","Secondary","89.64"
"2006-2007","S01001848","Secondary","88.98"
"2010-2011","S01001848","Secondary","88.79"
"2007-2008","S01001848","Secondary","87.11"
"2003-2004","S01001848","Secondary","93.14"
"2010-2011","S01001848","Primary","92.44"
"2008-2009","S01001848","Primary","92.99"
"2009-2010","S01001848","Primary","92.17"
"2003-2004","S01001848","Primary","95.37"
"2004-2005","S01001848","Primary","92.99"
"2005-2006","S01001848","Primary","92.99"
"2006-2007","S01001848","Primary","93.8"
"2007-2008","S01001848","Primary","94.91"
"2009-2010","S01001849","Secondary","97.48"
"2004-2005","S01001849","Secondary","97.09"
"2005-2006","S01001849","Secondary","97.09"
"2008-2009","S01001849","Secondary","97.21"
"2006-2007","S01001849","Secondary","98.59"
"2010-2011","S01001849","Secondary","96.13"
"2007-2008","S01001849","Secondary","98.57"
"2003-2004","S01001849","Secondary","97.53"
"2010-2011","S01001849","Primary","97.99"
"2008-2009","S01001849","Primary","98.54"
"2009-2010","S01001849","Primary","97.91"
"2003-2004","S01001849","Primary","97.52"
"2004-2005","S01001849","Primary","95.97"
"2005-2006","S01001849","Primary","95.97"
"2006-2007","S01001849","Primary","97.1"
"2007-2008","S01001849","Primary","96.85"
"2009-2010","S01001850","Secondary","90.17"
"2004-2005","S01001850","Secondary","91.36"
"2005-2006","S01001850","Secondary","91.36"
"2008-2009","S01001850","Secondary","89.73"
"2006-2007","S01001850","Secondary","91.85"
"2010-2011","S01001850","Secondary","92.39"
"2007-2008","S01001850","Secondary","89.79"
"2003-2004","S01001850","Secondary","94.77"
"2010-2011","S01001850","Primary","94.3"
"2008-2009","S01001850","Primary","95.31"
"2009-2010","S01001850","Primary","96.37"
"2003-2004","S01001850","Primary","95.91"
"2004-2005","S01001850","Primary","94.92"
"2005-2006","S01001850","Primary","94.92"
"2006-2007","S01001850","Primary","96.18"
"2007-2008","S01001850","Primary","96.06"
"2009-2010","S01001851","Secondary","93.91"
"2004-2005","S01001851","Secondary","93.92"
"2005-2006","S01001851","Secondary","93.92"
"2008-2009","S01001851","Secondary","91.79"
"2006-2007","S01001851","Secondary","94.4"
"2010-2011","S01001851","Secondary","92.7"
"2007-2008","S01001851","Secondary","94.98"
"2003-2004","S01001851","Secondary","92.12"
"2010-2011","S01001851","Primary","95.91"
"2008-2009","S01001851","Primary","95.85"
"2009-2010","S01001851","Primary","96.35"
"2003-2004","S01001851","Primary","96.78"
"2004-2005","S01001851","Primary","95.97"
"2005-2006","S01001851","Primary","95.97"
"2006-2007","S01001851","Primary","96.48"
"2007-2008","S01001851","Primary","96.39"
"2009-2010","S01001852","Secondary","96.12"
"2004-2005","S01001852","Secondary","95.24"
"2005-2006","S01001852","Secondary","95.24"
"2008-2009","S01001852","Secondary","95.57"
"2006-2007","S01001852","Secondary","96.48"
"2010-2011","S01001852","Secondary","94.55"
"2007-2008","S01001852","Secondary","94.29"
"2003-2004","S01001852","Secondary","95.33"
"2010-2011","S01001852","Primary","96.19"
"2008-2009","S01001852","Primary","94.51"
"2009-2010","S01001852","Primary","95.79"
"2003-2004","S01001852","Primary","96.4"
"2004-2005","S01001852","Primary","94.4"
"2005-2006","S01001852","Primary","94.4"
"2006-2007","S01001852","Primary","97.15"
"2007-2008","S01001852","Primary","97.87"
"2009-2010","S01001853","Secondary","96.16"
"2004-2005","S01001853","Secondary","95.2"
"2005-2006","S01001853","Secondary","95.2"
"2008-2009","S01001853","Secondary","96.32"
"2006-2007","S01001853","Secondary","94.52"
"2010-2011","S01001853","Secondary","95.77"
"2007-2008","S01001853","Secondary","93.92"
"2003-2004","S01001853","Secondary","96.02"
"2010-2011","S01001853","Primary","97.13"
"2008-2009","S01001853","Primary","97.6"
"2009-2010","S01001853","Primary","97.42"
"2003-2004","S01001853","Primary","97.46"
"2004-2005","S01001853","Primary","97.06"
"2005-2006","S01001853","Primary","97.06"
"2006-2007","S01001853","Primary","97.44"
"2007-2008","S01001853","Primary","98.1"
"2009-2010","S01001854","Secondary","92.12"
"2004-2005","S01001854","Secondary","90.28"
"2005-2006","S01001854","Secondary","90.28"
"2008-2009","S01001854","Secondary","93.54"
"2006-2007","S01001854","Secondary","88.22"
"2010-2011","S01001854","Secondary","92.34"
"2007-2008","S01001854","Secondary","90.27"
"2003-2004","S01001854","Secondary","93.82"
"2010-2011","S01001854","Primary","95.89"
"2008-2009","S01001854","Primary","95.88"
"2009-2010","S01001854","Primary","94.31"
"2003-2004","S01001854","Primary","95.79"
"2004-2005","S01001854","Primary","95.89"
"2005-2006","S01001854","Primary","95.89"
"2006-2007","S01001854","Primary","95.83"
"2007-2008","S01001854","Primary","96.63"
"2009-2010","S01001855","Secondary","93.82"
"2004-2005","S01001855","Secondary","96.32"
"2005-2006","S01001855","Secondary","96.32"
"2008-2009","S01001855","Secondary","95.3"
"2006-2007","S01001855","Secondary","95.62"
"2010-2011","S01001855","Secondary","94.34"
"2007-2008","S01001855","Secondary","92.54"
"2003-2004","S01001855","Secondary","96.16"
"2010-2011","S01001855","Primary","92.98"
